Keyword,Title,Detail_URL,Description,Email,Facebook,Instagram,Twitter,Tiktok,ErrorMessage
oil and gas companies in Ajman,DHT Ajman: Pioneering Heat Exchangers for Oil & Gas,https://energy-oil-gas.com/news/dht-ajman-pioneering-heat-exchangers-for-oil-gas/,"Dec 9, 2010 — Industry pioneers Dolphin Heat Transfer (DHT) is a company located in Ajman, UAE, specialising in heat exchanger products for the oil and gas market.",hello@finelightmediagroup.com,,,https://twitter.com/EOG_magazine,,
oil and gas companies in Dubai,United Arab Emirates Oil And Gas Upstream Top Companies,https://www.mordorintelligence.com/industry-reports/united-arab-emirates-oil-and-gas-upstream-market/companies,United Arab Emirates Oil And Gas Upstream Top Companies · TotalEnergies SE · BP PLC · Exxon Mobil Corporation · Emirates National Oil Company Group · Abu Dhabi ...,info@mordorintelligence.com,https://www.facebook.com/MordorIntel,https://www.instagram.com/mordorintel/,https://twitter.com/mordorintel,,
oil and gas companies in dammam,Saudi Arabia - Oil Gas & Petrochemicals,https://www.trade.gov/country-commercial-guides/saudi-arabia-oil-gas-petrochemicals,"Jan 3, 2024 — Saudi Aramco, one of the world's largest integrated energy and chemicals companies, operates across the upstream, midstream, and downstream ...",lauren.westcott@trade.gov,https://www.facebook.com/TradeGov,,https://twitter.com/SelectUSA,,
oil and gas companies in Fujairah,Oil and gas companies in Emirate of Fujairah ... - Yango Maps,https://maps.yango.com/en-ae/121482/emirate-of-fujairah/category/oil_and_gas_company/184106690/,"Oil and gas companies in with addresses, phone numbers, and reviews. Yango Maps shows you panoramic views, photos of the location, and how to get there by ...",maps@yango.com,,,,,
oil and gas companies in Manama,Manama digs deep for oil and gas resources,https://www.meed.com/manama-digs-deep-for-oil-and-gas-resources/,"Tatweer is a relatively recent addition to the industry. It was officially formed in 2009, as a 20:48:32 joint venture between Noga, the US' Occidental ...",customerservice@meed.com,https://www.facebook.com/MEEDdubai,https://www.instagram.com/meed.media/,https://twitter.com/meeddubai,,
oil and gas companies in Ajman,List of Oil and Gas Plant and Equipment Companies in Ajman,https://lb.kompass.com/z/ae/a/oil-and-gas-industry-plant-and-equipment/59/r/ajman/ae_aeaj/,"B2B database for the Oil and Gas Plant and Equipment industry manufacturers, suppliers, and exporters in Ajman containing phone numbers and emails (CEOs, ...",login@login.com,https://www.facebook.com/masriholding,,,,
oil and gas companies in Ras Al Khaimah,Great Hydrocarbon Potential in the Emirate of Ras Al ...,https://geoexpro.com/great-hydrocarbon-potential-in-the-emirate-of-ras-al-khaimah/,"Dec 4, 2020 — The Saleh field, in production since 1984, has been operated by various companies (Gulf, Chevron, RAKOPET, RAK Petroleum, DNO) until the ...",ingvild.carstens@geoexpro.com,,,,,
oil and gas companies in Kuwait,Exploring Oil and Gas Opportunities in Kuwait: Top 5 ...,https://varahii.com/exploring-oil-and-gas-opportunities-in-kuwait-top-5-companies-and-faqs/,"Jan 30, 2024 — – Kuwait Foreign Petroleum Exploration Company (KUFPEC) : KUFPEC is KPC's international arm engaged in upstream exploration and production ...",info@varahii.com,,,,,
oil and gas companies in dammam,Dammam Shipyard: Navigating Growth Amid Saudi Vision ...,https://energy-oil-gas.com/news/dammam-shipyard-navigating-growth-amid-saudi-vision-2030/,"Aug 9, 2017 — “As a proud Saudi-based company, we have been very focused over the last couple of years on supporting Saudi Arabia's national petroleum and ...",hello@finelightmediagroup.com,,,https://twitter.com/EOG_magazine,,
oil and gas companies in Riyadh,List of Oil And Gas Companies In Saudi Arabia In 2025,https://aeroleads.com/list/top-oil-and-gas-companies-in-saudi-arabia,List of Oil And Gas Companies In Saudi Arabia In 2025 · Aramco Oil Pipelines · Saudi Aramco · Al Gihaz Contracting · Satorp · Naizak Global Engineering Systems.,hello@aeroleads.com,https://www.facebook.com/aeroleads,,https://twitter.com/AeroLeads_,,
oil and gas companies in Fujairah,PETROLEUM PRODUCTS & SUPPLIES - FUJAIRAH Group,https://fujairahdirectory.com/cat/petroleum-products-supplies,Showing 15 from 57 · FUJAIRAH OIL TERMINAL FZC Print ADVT · VOPAK HORIZON FUJAIRAH LIMITED Print ADVT · VTTI FUJAIRAH TERMINALS LTD (VTTI FTL) FZC Print ADVT.,chamber@fujcci.ae,,,,,
oil and gas companies in Ajman,Petrolcom UAE: Oil & Gas Company in Abu Dhabi UAE,https://petrolcomuae.com/,"PETROLCOM Oil and Gas Services is a highly reputed Oil & Gas supply/service company based in Abu Dhabi, UAE.",enquiry@petrolcomuae.com,,,https://twitter.com/,,
oil and gas companies in dammam,APC Oilfield Services,https://apcofs.com/,... Oil & Gas services industry. Our Core Values. By earning and maintaining the ... Second Industrial City in Dammam. info@apcofs.com · +966 13 802 1882 · +966 ...,info@apcofs.com,https://web.facebook.com/APC-Oilfield-Services-401406840216262/?_rdc=1&_rdr,https://www.instagram.com/apcofs/,https://twitter.com/APCOFS,,
oil and gas companies in Kuwait,Kuwait Gulf Oil Company,https://www.kgoc.com/,"Kuwait Gulf Oil Company K.S.C.C (KGOC) was established on 10th February 2002, as a wholly owned subsidiary of the Kuwait Petroleum Corporation for upstream ...",Info@kgoc.com,,https://www.instagram.com/kgocofficial/?hl=en,https://twitter.com/kgocofficial,,
oil and gas companies in Jeddah,Our local projects and commitments - Total in Saudi Arabia,https://corporate.totalenergies.sa/en/totalenergies-saudi-arabia,"TotalEnergies has a long and successful history in KSA. During its presence of almost 50 years in the Kingdom, our Company has developed a strong ...",info@totalenergies.com,,,,,
oil and gas companies in Riyadh,Saudi Petro Gas Co. - Company Profile,https://www.saudipetrogas.com/profile.html,Saudi Petro Gas Company through its Oil and Gas Division is a main supplier of oil and gas equipment and is a service provider to main Oil and Gas and ...,postmaster@saudipetrogas.com,,,,,
oil and gas companies in Ras Al Khaimah,RAK Gas,https://energy-oil-gas.com/news/rak-gas/,"Oct 7, 2010 — RAK Gas LLC is the state natural gas utility of the Emirate of Ras al Khaimah (RAK) in the UAE. It was established in 1984.",hello@finelightmediagroup.com,,,https://twitter.com/EOG_magazine,,
oil and gas companies in Muscat,Oil and Gas,https://mem.gov.om/en-us/About-Us/About/Oil-and-Gas,The Petroleum Development (Oman and Dhofar) Ltd renounce the Dhofar region and a second exploration concession was granted to the American City Service Company.,info@mog.gov.om,,,https://twitter.com/Mog_Oman,,
oil and gas companies in Kuwait,Kuwait Petroleum Corporation (Q8),https://www.worldbenchmarkingalliance.org/publication/oil-and-gas/companies/kuwait-petroleum-corporation-q8/,"Kuwait Petroleum Corporation (KPC) is a state-owned integrated oil and gas company headquartered in Kuwait. In 2020, it had USD 97.22 billion in revenue.",hello@worldbenchmarkingalliance.org,https://www.facebook.com/worldbenchmarkingalliance/,https://www.instagram.com/worldbenchmarkingalliance/?hl=en,https://twitter.com/SDGBenchmarks,,
oil and gas companies in dammam,Oil & Gas,https://zomangroup.com/index.php/oil-gas,"Black Gold Industrial Co. is a subsidiary of Zoman Group of companies. With headquarters in the Second Industrial City of Dammam and offices in Khobar, Saudi ...",info@zomangroup.com,https://www.facebook.com/,,https://twitter.com/,,
oil and gas companies in dammam,Polymers Oil & Gas factory,https://www.polymers.com.sa/,Polymers has extensive drilling fluids manufacturing facility located in Dammam 2nd Industrial City. Polymers Oil & Gas Factory (Polymers) recognizes that it ...,info@lautenschlager.de,,,,,
oil and gas companies in Jeddah,Apsco opens its first integrated gas station at King Abdul ...,https://apsco.com.sa/news/84?page=sec-read,"Apsco is a pioneer in energy solutions since 1960. Fuels, lubricants, & renewables. Strategic partner of ExxonMobil. Proud Vision 2030 contributor.",aviation-sales@apsco-ksa.com,https://www.facebook.com/ApscoMobil1/,https://www.instagram.com/apsco_ksa,https://twitter.com/APSCO_MOBIL1,,
oil and gas companies in Riyadh,Safari Oil & Gas company Ltd.,https://www.safarioilgas.com/,"Safari Oil & Gas (SOG) is a diversified supplier of products and services to the oil and gas, water, and petrochemical industries in the Kingdom of Saudi Arabia ...",info@safarioilgas.com,,,,,
oil and gas companies in Ras Al Khaimah,RAK Gas LLC-Oil & Gas-Deals and Alliances Profile,https://www.kenresearch.com/industry-reports/rak-gas-llc,"May 14, 2017 — RAK Gas L.L.C. (RAK Gas), formerly Ras al Khaimah Gas Commission is a gas marketing company that provides consistent and secure supply of ...",support@kenresearch.com,,,,,
oil and gas companies in dammam,Oil And Gas Jobs in Dammam - 251 Vacancies Jan 2025,https://www.naukrigulf.com/oil-gas-jobs-in-dammam,"Oil and Gas Jobs in Dammam · Unit Head, Facility Management Operations · Project Manager · Asset Controller · PID QC Inspector · Communication Inspector · QHSE ...",middleeast@naukrigulf.com,https://www.facebook.com/NaukriGulf,https://www.instagram.com/naukrigulfdotcom,https://twitter.com/Naukrigulf,,
oil and gas companies in Muscat,Overseas Oil & Gas,https://oog.om/,"... Oil Gas industry including that of delivering mega energy and petrochemical projects. ... Muscat, Sultanate of Oman; +968 2255 8336; info@oog.om. Home · About ...",info@oog.om,,,,,
oil and gas companies in Manama,"Bahrain Petroleum Company - Products, Competitors ...",https://www.cbinsights.com/company/bahrain-petroleum-company,"Mar 9, 2022 — Bahrain Petroleum Company's headquarters is located at Manama ... Kuwait Oil Company (KOC) is a supplier company of oil and gas. The ...",info@cbinsights.com,https://www.facebook.com/cbinsights/,,https://twitter.com/CBinsights,,
oil and gas companies in Fujairah,United Arab Emirates - Oil and Gas,https://www.trade.gov/country-commercial-guides/united-arab-emirates-oil-and-gas,"Nov 25, 2023 — Abu Dhabi National Oil Company (ADNOC) is a global leader in the oil and gas industry and is active in all sectors of the industry. ADNOC ...",lauren.westcott@trade.gov,https://www.facebook.com/TradeGov,,https://twitter.com/SelectUSA,,
oil and gas companies in Kuwait,International Oil Companies: Kuwait Energy (KEC),https://www.iraq-businessnews.com/list-of-international-oil-companies-in-iraq/international-oil-companies-kuwait-energy-company/,"Kuwait Energy is an independent oil and gas company actively engaged in the exploration, appraisal, development and production of hydrocarbons.",Editor@iraq-businessnews.com,https://www.facebook.com/IraqBusinessNews,,https://twitter.com/iraqbiznews,,
oil and gas companies in Umm Al Quwain,Operation Details,https://www.crescentpetroleum.com/expertise/operation-details/?post=2282,"Crescent Petroleum was also appointed as the technical operator by PGS/Atlantis for the license concessions of Ajman, Ras Al Khaimah and Umm Al Quwain in the ...",mail@crescent.ae,,,,,
oil and gas companies in Ajman,Onshore and Offshore Oil and Gas Fields and Facilities ...,https://www.dubaibusinessservices.com/ded-eservices/business-trade-license-dubai-uae/mainland/ajman-2/onshore-and-offshore-oil-and-gas-fields-and-facilities-services-in-ajman/,Dubai Business Services helps you get a business license to Register a Business of Onshore and Offshore Oil and Gas Fields and Facilities Services in Ajman.,inquiry@dubaibusinessservices.com,https://www.facebook.com/businesssetupconsultants/,https://www.instagram.com/dbsbusinesssetup/,https://twitter.com/salembasheer82,,
oil and gas companies in Ras Al Khaimah,"Oil, Gas and the Transition to Renewables Law and Practice",https://practiceguides.chambers.com/practice-guides/comparison/907/13934/21975-21980-21991-22006-22009-22016-22020,"Aug 6, 2024 — RAK Gas and RAK Oil Services are government-owned companies in Ras Al Khaimah. RAK Gas has upstream gas interests in Ras Al Khaimah and ...",claire.oxborrow@chambers.com,https://en-gb.facebook.com/Chambersandpartners/,,https://twitter.com/chambersguides?lang=en,,
oil and gas companies in dammam,"Oil & Gas, Petrochemical, Industrial & Power Plants - Riyadh",https://www.sappco.com.sa/dammam/oil-gas-petrochemical-industrial-power-plants/,"P.O Box 4916, Dammam 31412 Kingdom of Saudi Arabia. Phone: (013) 847 1703 - (013) 847 3323. Fax: (013) 847 1969. Email ...",info@sappco.com.sa,https://web.facebook.com/sappcogroup?_rdc=1&_rdr,https://www.instagram.com/sappcogroup/,https://twitter.com/SappcoGroup,,
oil and gas companies in Riyadh,Oil & Gas Jobs in Saudi Arabia,https://www.rigzone.com/b-saudi-arabia-jobs/,"Oil & Gas Jobs in Saudi Arabia on Rigzone.com. Job opening in Middle East, Field Supervisor / WSL, Mechanical Technician Frac TLM, ...",write@rigzone.com,https://www.facebook.com/RigzoneOfficial/,,https://twitter.com/Rigzone,,
oil and gas companies in Fujairah,Fujairah National Group,https://www.fng.ae/,GULF PETROL SUPPLIES - GPS- has established itself as a premier petroleum products supplier within the UAE and bunker supplying company in the Gulf region. GPS ...,info.mkt@fng.ae,https://www.facebook.com/pages/Fujairah-National-Group/1110979032251772?fref=ts,https://instagram.com/fujairahnationalgroup/,https://twitter.com/FNG_UAE,,
oil and gas companies in Muscat,SOS - Special Oilfield Services LLC | Home,https://specialoilfield.com/,"Welcome to Special Oilfield Services (SOS), one of the oldest, well-established, and reputed local services provider to the energy sector in Oman.",info@specialoilfield.com,,https://www.instagram.com/specialoilfield/,,,
oil and gas companies in dammam,"National Oil Solutions ( NOS ) - Dammam, Saudi Arabia",https://www.oilandgasdirectory.com/profile/details/34400/National-Oil-Solutions-NOS.html,"National Oil Solutions ( NOS ) Located at Dammam -31481, King Khalid Street, Haji Ali Reza Building, 3rd Floor- KSA, Dammam, Saudi Arabia | Oil & Gas ...",alfajrdd@eim.ae,https://www.facebook.com/oilandgasdirectory,,https://twitter.com/OGDME,,
oil and gas companies in Doha,Top 15 Oil And Gas Companies In Qatar,https://www.qatarstalk.com/2023/12/27/oil-and-gas-companies-in-qatar/,"Dec 27, 2023 — List of Top 15 Oil And Gas Companies In Qatar · 1. Doha Petroleum Construction Co. Ltd. (DOPET) · 2. QATAR ENERGY · 3. North Oil Company · 4.",speakup@qatarenergy.qa,https://www.facebook.com/QatarEnergyofficial,https://www.instagram.com/qatarenergy/,https://twitter.com/qatarenergy,,
oil and gas companies in Umm Al Quwain,List of Top Oil and Gas Companies in UAE,https://www.naukrigulf.com/oil-and-gas-companies-in-uae,List of Top Oil and Gas Companies in UAE to work. Register free at Naukrigulf to apply for jobs in UAE Oil and Gas industry. Sign up and let jobs find you!,middleeast@naukrigulf.com,https://www.facebook.com/NaukriGulf,https://www.instagram.com/naukrigulfdotcom,https://twitter.com/Naukrigulf,,
oil and gas companies in Muscat,Listed under 'Oil Gas Companies',https://yellowpages.om/yp/taglisting?tl=Oil%20Gas%20Companies,"Rees Oil & Gas Services LLC is a 100% Omani company jointly owned by Dr Omar Zawawi, (OMZEST Group) and Premier Energy Services LLC ( formerly Premier Worldwide ...",farooq@yellowpages.om,,,,,
oil and gas companies in Fujairah,Fujairah,https://egyptoil-gas.com/tag/fujairah/,"Fujairah | Egypt Oil & Gas · Egypt Receives First Oil Tanker as New Energy Agreement with UAE Takes Off · Egypt and UAE Strengthen Petroleum Cooperation, Explore ...",info@egyptoil-gas.com,https://www.facebook.com/EgyptOilandGas,https://www.instagram.com/egyptoilandgas/,https://twitter.com/EgyptOilandGas,,
oil and gas companies in dammam,Savage Saudi Arabia,https://savagesaudiarabia.com/,"Petroleum Coke & Sulphur Services for Refineries in Saudi Arabia ... and Ahmad Nasser Albinali Holding Company (Dammam, Kingdom of Saudi Arabia). Savage Saudi ...",saudiqueries@savagesaudiarabia.com,,,,,
oil and gas companies in Ajman,National Ajman Petroleum,https://sio365.com/companies/222914.htm,National Ajman Petroleum · PETROLEUM PRODUCTS S ... · GAS OIL SUPPLIERS IN ... · GAS OIL SUPPLIERS IN ... · CRUDE OIL SUPPLIERS ... · FUEL OIL IN UAE · FUEL OIL IN ...,sales@sio365.com,https://www.facebook.com/SIO365/,,,,
oil and gas companies in Al Ain,"Al Ain, UAE - ARCCO",https://alraeel.com/en/al-ain-uae/,"Petrofac Emirates LLC. Qusahwira, Al Ain, UAE, Oct 2018, Ongoing. Company ... On-and Off-shore Oil and Gas Services · Electro Mechanical Works · Construction ...",info@alraeel.com,https://www.facebook.com/Arccogroup-109435034727515,https://www.instagram.com/arccogroup/,https://twitter.com/ArccoGroup,,
oil and gas companies in Umm Al Quwain,Crescent Petroleum: HOME,https://www.crescentpetroleum.com/,"Aug 28, 2024 — Crescent Petroleum was founded in 1971.Crescent Petroleum is the oldest private upstream oil and gas company in the region.",mail@crescent.ae,,,,,
oil and gas companies in Ajman,Top Oil & Gas Companies in the UAE: A Comprehensive List,https://arabmls.org/top-oil-gas-companies-in-the-uae/,"This article will explore some of the UAE's top oil and gas companies. We will provide an overview of their operations, strengths, challenges, and contribution ...",info@arabmls.org,https://www.facebook.com/arabmls/?show_switched_toast=0&show_invite_to_follow=0&show_switched_tooltip=0&show_podcast_settings=0&show_community_review_changes=0&show_community_rollback=0&show_follower_visibility_disclosure=0,https://www.instagram.com/arabmls/,https://twitter.com/ArabMLS_,https://www.tiktok.com/@arabmls,
oil and gas companies in Ras Al Khaimah,Ras Al Khaimah Oil Services & Energy Co. Ltd's Post,https://www.linkedin.com/posts/ras-al-khaimah_rak-maintenanceandrepair-construction-activity-7097850863821443074-2NX7,"Let us take a second of your time to tell you about us ? Did you know we were established in 2009, as Ras Al Khaimah (RAK), and that we are ...",info@rak-oilservices.com,,,,,
oil and gas companies in Umm Al Quwain,Oil Tech Oil and Gas Services LLC,https://www.oiltechme.com/,"Established in the UAE in 2008, Oil Tech has been known in the world market as a complete service provider to major EPC Companies all over the Middle East. Oil ...",info@oiltechme.com,https://www.facebook.com/oiltechme,https://www.instagram.com/oiltechme,https://twitter.com/oiltech_me,,
oil and gas companies in Manama,Bahrain overhauls energy sector,https://www.offshore-mag.com/business-briefs/company-news/article/14294518/bahrain-overhauls-energy-sector,"May 30, 2023 — MANAMA, Bahrain — Bahrain has inaugurated Bapco Energies, the new name for the national oil and gas holding company. Existing operating ...",inquiries@offshore-mag.com,https://www.facebook.com/offshoremagazine,,https://twitter.com/offshoremgzn,,
oil and gas companies in Al Ain,"Industrial, Oil and Gas Archives - ECG website",https://www.ecgsa.com/sector/industrial-oil-and-gas/,"Industrial Complex for The National Company for Advanced Industries and Integrated Strategic Printing Solutions “NASPS”. egypt. ,. al-ain-al-sokhna.",ecg@ecgsa.com,,,,,
oil and gas companies in Umm Al Quwain,"Oilfield Equipment Suppliers In Umm Al Quwain, UAE",https://www.atninfo.com/uae/umm-al-quwain/oilfield-equipment-suppliers-1060,"List of 2 oilfield machineries manufacturers in Umm Al Quwain. Get oil field drilling machineries, sand pumps, degassers & shakers for best price from top ...",info@atninfo.com,https://www.facebook.com/p/ATN-Media-Concept-LLC-100076383832507/,https://www.instagram.com/atninfo/,https://www.twitter.com/atnmedia,,
oil and gas companies in Fujairah,Oil Companies In Fujairah UAE 2025,https://connect.ae/fujairah/c/oil-companies,"14 Results found for 'oil companies in · Fal Oil Co Ltd. 1, Fujairah Sea · Conocophillips International · FNSA Fuel Ltd. Fujairah · Oil Marketing & Trading ...",info@connect.ae,https://www.facebook.com/pages/Connectae/1023845674293001,https://instagram.com/connect.ae/,https://twitter.com/connect_uae,,
oil and gas companies in Muscat,Al Khalili Oil & Gas Services LLC,https://www.alkhalili.com/al-khalili-oil-gas-services-llc.php,"Al Khalili Oil and Gas Services LLC provides world-class services, products and technology to the oil and gas industry and is aligned with major international ...",info@alkhalili.com,https://www.facebook.com/AlKhaliliGroup,https://www.instagram.com/alkhalili.group/,https://twitter.com/alkhaliligroup,,
oil and gas companies in dammam,Energy Sector - Kingdom of Saudi Arabia,https://srg.com.sa/en/category/energy-sector,Companies: · Oreco Company · MANIFA Petroleum Services Company · Saudi Napesco.,info@srg.com.sa,,,,,
oil and gas companies in Ajman,SRI Petroleum Trading LLC,https://www.sripetro.com/,"S R I Petroleum Trading LLC- A well known Exporter, Trader and Supplier of Paraffin Wax, Residue Wax, Base Oil, Fuel Oil, Rubber Process Oil, etc. in Ajman, ...",aditya@tradeindia.com,,,,,
oil and gas companies in Manama,Manama Energy Recruiters and Executive Search,https://www.energists.com/location/manama-energy-recruiters/,"The Energists in Manama specialize in recruiting and executive search in the oil & gas, power & utilities and renewable energy sectors.",theenergists@energists.com,,,https://twitter.com/TEnergists,,
oil and gas companies in Muscat,"Energies, Utilities & Resources",https://www.ohigroup.com/industry/energies-utilities-resources,"Oman International Petroleum & Energy Services CO. LLC (OPES), has established itself as a prominent player in the petroleum and energy industry of Oman. OPES ...",ho@ohigroup.com,,,,,
oil and gas companies in dammam,Oil Goods Well Services – Oilfield Equipment Supply ...,https://oilgoodsarabia.com/,Oil Goods Well Services (OGWS) is an Oilfield Equipment Supply & Service Company with main office located at Dammam in the eastern region in the Kingdom of ...,info@oilgoodsarabia.com,,,,,
oil and gas companies in Doha,26 Oil & Gas Companies in Doha,https://www.ambitionbox.com/oil-and-gas-companies-in-doha,Oil & Gas Companies in Doha · Shell · Bharat Petroleum · Petrofac · Schlumberger · Baker Hughes · NBTC GROUP · TotalEnergies · Madina Group. Follow.,support@ambitionbox.com,,,,,
oil and gas companies in Umm Al Quwain,Top Companies in Umm Al Quwain,https://ae.kompass.com/r/umm-al-qaywayn/ae_aeuq/,"List of Companies in Umm Al Quwain · Amco Apparel Manufacturing Company · OnTides International FZC · GEMM Productions General Trading, GEMMProductions (GEMM ...",dpo@kompass.com,,,,,
oil and gas companies in Abu Dhabi,Maximus Oil and Gas Services L.L.C,https://maximusuae.com/,Maximus is a one of the top and highly reputed oil and gas companies in Abu Dhabi UAE. We are dedicated to delivering impeccable service.,9555info@maximusuae.comMon,,,,,
oil and gas companies in Dubai,United Arab Emirates Oil and Gas Market Trends,https://www.marketresearchfuture.com/reports/uae-oil-gas-market-20724,"The key players in the market are Abu Dhabi National Oil Company (ADNOC), Exxon Mobil Corporation, BP PLC, Emirates National Oil Company Group, TotalEnergies SE ...",info@marketresearchfuture.com,https://www.facebook.com/marketresearchfuture/,,https://twitter.com/MRFRresearch,,
oil and gas companies in Doha,Qatar Petroleum,https://www.worldbenchmarkingalliance.org/publication/oil-and-gas/companies/qatar-petroleum/,"Qatar Petroleum is a state-owned fully integrated oil and gas company headquartered in Qatar. In 2020, it had USD 29.76 billion in revenue and a reported 8,536 ...",hello@worldbenchmarkingalliance.org,https://www.facebook.com/worldbenchmarkingalliance/,https://www.instagram.com/worldbenchmarkingalliance/?hl=en,https://twitter.com/SDGBenchmarks,,
oil and gas companies in Jeddah,SAUDI ARABIA,https://www.ogj.com/general-interest/companies/article/17223248/saudi-arabia,"Although Saudi Aramco is the world's leading producer of LPG, making from 8 to 11 million tons/year (90 million to 130 million bbl/year), Samarec has the ...",dsmith@endeavorb2b.com,http://www.facebook.com/ogjonline,,http://twitter.com/ogjonline,,
oil and gas companies in Jeddah,Trade Association Oil Gas,https://ognnews.com/Directory/TROG/Trade_Association__Oil__Gas_,Abdullah Hashim Industrial Gas & Equipment Co.Ltd ; P.O Box: 4084 ; Zip Code: 21491 ; City: Jeddah ; Country: Saudi Arabia ; Phone: + 966 2 6352222 ...,dsmith@endeavorb2b.com,http://www.facebook.com/ogjonline,,http://twitter.com/ogjonline,,
oil and gas companies in Dubai,Energy Resource Guide - United Arab Emirates - Oil and Gas,https://www.trade.gov/energy-resource-guide-united-arab-emirates-oil-and-gas,"Key players in this market include Abu Dhabi National Oil Company (ADNOC), Exxon Mobil Corporation, Schlumberger Limited, Al Masaood Oil Industry Supplies & ...",lauren.westcott@trade.gov,https://www.facebook.com/TradeGov,,https://twitter.com/SelectUSA,,
oil and gas companies in dammam,6 reasons manufacturing companies in Dammam is in growth,https://agesteelksa.com/2024/09/08/manufacturing-companies-in-dammam/,"Sep 8, 2024 — Given Saudi Arabia's vast reserves of oil and natural gas, the petrochemical industry is one of the most prominent sectors in Dammam. Many ...",agesteelksa@yahoo.com,https://www.facebook.com/profile.php?id=61555906138511,https://www.instagram.com/age_steel/,,,
oil and gas companies in Abu Dhabi,Oil & Gas Services - Abu Dhabi,https://www.albadiegroup.com/portfolio-service/oil-gas-services/,"OIL & GAS SERVICES IN ABU DHABI. Al Badie Group has been at the forefront of innovation for over 65 years, propelling the global energy industry. We enable our ...",info@albadie.com,,,,,
oil and gas companies in Fujairah,Major Customers - Port of Fujairah,https://fujairahport.ae/port-overview/major-customers/,TANK STORAGE COMPANIES & REFINERIES.,cs.dp@fujairahport.ae,,,,,
oil and gas companies in Muscat,Muscat Gas Company,https://www.muscatgas.com/,"Liquefied Petroleum Gas Company Muscat Gases Company SAOG was established in the year 1983 in Muscat, Sultanate of Oman, to trade in Industrial gases and LPG.",info@muscatgas.com,https://web.facebook.com/Muscat-Gas-105104860896895/,https://www.instagram.com/muscatgas/,https://twitter.com/MuscatGas,,
oil and gas companies in Riyadh,Oil and Gas Manpower Recruitment Agency in Saudi Arabia,https://soundlinesgroup.com/saudi-arabia-2/oil-and-gas-manpower-recruitment-agency-in-saudi-arabia/,"As a prominent Oil and Gas Manpower Recruitment Agency in Saudi Arabia, Soundlines has established long-standing partnerships with leading oil and gas ...",marketing@soundlinesgroup.com,https://www.facebook.com/RecruitmentSoundlines/,https://www.instagram.com/soundlineshrconsultancy/,https://twitter.com/GroupSoundlines,,
oil and gas companies in Umm Al Quwain,GAS COMPANIES in UAE (United Arab Emirates),https://www.oilandgasdirectory.com/search/results/relevance/asc?name=&classifications=GAS+COMPANIES&country=United+Arab+Emirates,"GAS COMPANIES in UAE (Dubai, jebel ali, Abu Dhabi, Sharjah, Ajman, Fujairah, Ras al-Khaimah, Umm al-Quwain, alain) · Al Fanar Gas Services Group · Happyway Gas ...",alfajrdd@eim.ae,https://www.facebook.com/oilandgasdirectory,,https://twitter.com/OGDME,,
oil and gas companies in Dubai,Oil & Gas Supplier Companies in UAE - Dubai,https://www.atninfo.com/uae/all/oil-gas-services-1051,Oil & Gas Supplier Companies in UAE · Petronash FZE Verified · Al Safeenah Engineering Turning Work Shop Verified · Euro Burn DMCC Verified.,info@atninfo.com,https://www.facebook.com/p/ATN-Media-Concept-LLC-100076383832507/,https://www.instagram.com/atninfo/,https://www.twitter.com/atnmedia,,
oil and gas companies in Riyadh,OILFIELD SERVICE COMPANIES in Saudi Arabia,https://www.oilandgasdirectory.com/search/results/relevance/asc?name=&classifications=OILFIELD+SERVICE+COMPANIES&country=Saudi+Arabia,OILFIELD SERVICE COMPANIES in Saudi Arabia · Saudi Arabian Oil Company (Saudi Aramco) · Abbar & Zainy Petrostar & Star · AFI Alaa Industrial Equipment Factory · AFI ...,alfajrdd@eim.ae,https://www.facebook.com/oilandgasdirectory,,https://twitter.com/OGDME,,
oil and gas companies in Manama,"Oil & Gas Companies - Manama, Bahrain",https://www.bahrainlocalsearch.com/bahrain/manama/manufacturing-industry/oil-gas-companies,"Alkooheji Petroglobe Co WLL · Manama, Capital Governorate, · +973 66611100 ; Baker Hughes - EHO · Manama, Capital Governorate, · +973 17710701.",info@bahrainlocalsearch.com,http://www.facebook.com/bahrainlocalsearch,https://www.instagram.com/bahrainlocalsearch/,https://twitter.com/bh_localsearch,,
oil and gas companies in Doha,First Oil & Gas Services,https://firstoilandgas.com/,"First Oil & Gas Services provides Marine Offshore Support to the Oil & Gas industry. ... Contact. P.O Box. 22342, Umm Ghuwailina, Doha Qatar; info@firstoilandgas.",info@firstoilandgas.com,https://facebook.com/envato/,https://www.instagram.com/envato/,https://twitter.com/envato/,,
oil and gas companies in dammam,"OIL, GAS AND PETROCHEMICAL INTERNATIONAL EST ...",https://ogapco.com/,"We, OGAPCO, Oil, Gas & Petrochemical based company situated in Jubail Industrial city commonly known as heart of Oil, Gas &Petrochemical industry. The company ...",admin@ogapco.com,,,,,
oil and gas companies in Muscat,Rees Oil & Gas Services - Muscat - Products,https://www.citymapia.com/muscat/rees-oil-gas-services/service,"Representation Services for Oil and Gas Companies in Oman, Petroleum Industries, Mineral Industry, Petrochemical Industry is best with Rees Oil & Gas ...",resource@omantel.net.om,https://www.facebook.com/citymapia/,https://www.instagram.com/citymapia_india/,https://twitter.com/citymapia/,,
